itemId,userType,personId,accountId,serviceType,parkName,parkCode,parkLoctionType,state,parkLoctionNo,vehiclePosCount,startTime,endTime,cardType,cardTypeName,balance,operatorId,operateTime,operateName,operateMoney,attach
af6acebb535442bebea306a6a3faab6f,9dfdf2c4ee9411ea80bd0897986a29bb,0b302721b0644d2cbcb8b01acb9b0bd0,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-09 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:00:03
affa06525196493ea0eab61c1edd5a71,9dfdf2c4ee9411ea80bd0897986a29bb,93212a8105564c26972c3e015bc33798,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:00:03
b0f08b29065447f597b822472ad8ce8f,9dfdf4a3ee9411ea80bd0897986a29bb,8963984c56714841922a0ff7f1f0f954,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-02 00:00:00,2021-08-02 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:00:03
b1063a890a7e489b87af35fb7a70b17c,9dfdf4a3ee9411ea80bd0897986a29bb,d0f1939374cc460ea041a7c1ee03249b,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-10-10 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b1507760a8f041ca9afae6c3c54c33f3,9dfdf2c4ee9411ea80bd0897986a29bb,a4896edbbf914f3494a5c0633cab2269,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-10-15 00:00:00,2022-01-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b20044ffc2e4474aa0c6ce6749d2242c,9dfdf2c4ee9411ea80bd0897986a29bb,969835662fd4475a81fde5543ed11b20,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b1a085a2dfbb4c7b8fa51569569b732d,9dfdf4a3ee9411ea80bd0897986a29bb,c35fb13b71dd4ac389fce4ef1639bcc8,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-09 00:00:00,2021-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b589ba6d3a804f958f39ae060025c5a8,9dfdf4a3ee9411ea80bd0897986a29bb,2c5b075e291149efbce744dc5bc82c64,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-04-21 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b2d6915a8a254ac6a52defe5f87f6567,9dfdf2c4ee9411ea80bd0897986a29bb,e70ebac5c0f64f079b2c8820284aaf72,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-09-01 00:00:00,2022-06-30 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b46e06087f734eeebb64ec97182dafe4,9dfdf2c4ee9411ea80bd0897986a29bb,b919e5b04a25457b9ab9efb582af4243,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-21 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:02:03
b203d180bc944683b2ee5a3b0cd7c630,9dfdf4a3ee9411ea80bd0897986a29bb,d9a506750c2e45f196a088eac12bcf95,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-09 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b67fa7a4bb5d414f8bde9080512edb18,9dfdf4a3ee9411ea80bd0897986a29bb,82f9b3875fa24a74968362a5f3c68af8,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-25 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b4966b2490624a5cb6fd75b1a8a626f6,9dfdf2c4ee9411ea80bd0897986a29bb,7a5b2ca4e2d44b3897b0ccb3cf49269a,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b656ea90db55488dac363fe8a0bcf7a1,9dfdf2c4ee9411ea80bd0897986a29bb,7e73364227104303843c1ebd57a1ebab,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b73ea86ffd344c0ebbe5fad9c3616b46,9dfdf2c4ee9411ea80bd0897986a29bb,c9b39fa9776a45d18a463a805b7fdb0e,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b7667e0fc4974b6dbeb6a14678cd3aa8,9dfdf805ee9411ea80bd0897986a29bb,239bb2ba33884a4999c28d686fbbfada,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-08-23 00:00:00,2023-03-15 23:59:59,免费卡,免费用户A,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b7add0bfee5e4bd18046e57a4a4e718a,9dfdf4a3ee9411ea80bd0897986a29bb,8c99f1e1dc1942c88635c81644398264,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b76afa9be4cf42b3a22e46075a5db977,9dfdf2c4ee9411ea80bd0897986a29bb,05b8678746d3491c99528b3b5484f269,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-10-12 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b8a1ad3ccf104166b39bc52de874becb,9dfdf2c4ee9411ea80bd0897986a29bb,2baca0fe4470406da1fcad2f5edbbf69,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b4ad7b9dddc3499fb79ed6fccf8c9be1,9dfdf839ee9411ea80bd0897986a29bb,f2005c40f49042b3b98f1880df4a5dd5,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-01 00:00:00,2021-12-31 23:59:59,免费卡,免费短期通行,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b324ae079fce4c82b05fef3e7f872b85,9dfdf4a3ee9411ea80bd0897986a29bb,8bdb3aa7f8464a5ca320ee47b830ba81,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-05 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b924db1db464463d99def7d4c2cfdcbf,9dfdf4a3ee9411ea80bd0897986a29bb,da3e53a99479442da7863656575f0cf8,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-02-01 00:00:00,2022-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b9e8a72acdb94465bfed2be1eb26115e,9dfdf4a3ee9411ea80bd0897986a29bb,ff82bbe0e4f64d16add726e916180337,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-12-04 00:00:00,2021-07-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
ba0722fb2fe045c2b568bde4bddfb1f8,9dfdf2c4ee9411ea80bd0897986a29bb,ebf09bcd9854411bb8a860f866127d0b,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-02-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bb53541d6d1f48e38fe52b6a155b73ed,9dfdf2c4ee9411ea80bd0897986a29bb,fb4c7d7e11464f00ab5a3995df2964ee,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bc71fb8cb09e4cddafb9282f2829f18b,9dfdf2c4ee9411ea80bd0897986a29bb,d2e8d7cdb376457eb29d610384a38191,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bd094f3b56634f1cb1c52809d93bd29b,9dfdf2c4ee9411ea80bd0897986a29bb,5fa879f411784f5e8d288be4700ef59e,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-09-17 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bf5c2110636945b8bfe6c0b0bf3d9909,9dfdf4a3ee9411ea80bd0897986a29bb,dd1b0d9ff41e40419217d8fb8ffbb673,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2022-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c0ba2f8f81a24bae839fa224bd04a2df,9dfdf2c4ee9411ea80bd0897986a29bb,78e13a1a5d1d405db12eff2b79424c9c,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-06-18 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b85d6e18d5994af69dcd1a4b2bb5ede7,9dfdf2c4ee9411ea80bd0897986a29bb,0e4a28250a294763a7e6ebf785d502f7,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
ba581bb1a6144e468d45225091b907cb,9dfdf4a3ee9411ea80bd0897986a29bb,fb5e9aaff2f641299208414809a9ed7c,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-08-01 00:00:00,2022-01-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bb6bc42b640b4e33ba013f0450c2c88f,9dfdf839ee9411ea80bd0897986a29bb,12f59b8889a147b6bd045cb98c304090,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-01 00:00:00,2021-12-31 23:59:59,免费卡,免费短期通行,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bdad31f65c224638ac667ae59eda0039,9dfdf4a3ee9411ea80bd0897986a29bb,b5723c8772ba47338ff4f1e5290a7d45,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-04-23 00:00:00,2021-08-02 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c16c65aa2c3747c6b5971a697e944d5d,9dfdf4a3ee9411ea80bd0897986a29bb,e46baf9d5e76468aa9fa02dff4048203,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2022-03-01 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c1d9dc84e3e84f7e8492ca1e50e873f9,9dfdf2c4ee9411ea80bd0897986a29bb,7b5af314feda4694b0c1862747506c59,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c2c368abe53743eb973ff00f022ccfd5,9dfdf2c4ee9411ea80bd0897986a29bb,5a4a435109344ab4b5ab9b7da11d7f14,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bc734d79059e450bb6a3a79543810d4e,9dfdf2c4ee9411ea80bd0897986a29bb,4112074de7644919b621facf7c513009,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bcb482b4fff94436a44d4ede44ee2b1f,9dfdf2c4ee9411ea80bd0897986a29bb,390731d11427445c96ab260d5a7294db,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bd6466c977d847cd9c9d4a886a449260,9dfdf839ee9411ea80bd0897986a29bb,1a68cdf454174667bb4956f6e4ea3e4d,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-09-09 00:00:00,2021-12-30 23:59:59,免费卡,免费短期通行,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bfb48ae71da54f918f56533be3cfc734,9dfdf4a3ee9411ea80bd0897986a29bb,c40c75b46f2e4cfcb77577f8b1ce59ea,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-08-10 00:00:00,2022-01-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bff98873153c463ab3cbfc17756e469a,9dfdf4a3ee9411ea80bd0897986a29bb,29ecda39410c4dc5a47911196ed9fcb4,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-08-20 00:00:00,2022-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c011d4b7c51644aeb49462884adc18d8,9dfdf2c4ee9411ea80bd0897986a29bb,9028f7ba1d554043b1a5d06c0ff5fdcd,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-08-10 00:00:00,2022-01-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b585a801e6be470e98329708a39a2838,9dfdf2c4ee9411ea80bd0897986a29bb,2d3f83f3d16c423ea3fe3cb4b2b5de53,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b3fcfc395e3a41cabb2e4371bd231c1d,9dfdf2c4ee9411ea80bd0897986a29bb,4f334fbbe91f43599778382b5b4eb6da,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b85282825f1d4b70930475475c11a00a,9dfdf2c4ee9411ea80bd0897986a29bb,00183b69a6574441abe899a7a6d1d74e,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-06-15 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b9c3491999034c3182e019f3f4b17600,9dfdf2c4ee9411ea80bd0897986a29bb,646fa908f44a48e8a59fc11e4de530e4,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-12 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b987f3b8d14f41f4ad8aa74c47596d07,9dfdf4a3ee9411ea80bd0897986a29bb,a9eb788ab8c848d5a0d8b455058cd1bc,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-03-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
ba25a3f720b540d88c669a6cf449146f,9dfdf4a3ee9411ea80bd0897986a29bb,2e07485d6fd04aedad3b0fc13f98e726,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-03-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
b7fb8ad0f5514762bfe90293ce7e1aa8,9dfdf2c4ee9411ea80bd0897986a29bb,dfd447266b7a4f72852af1e50a03221c,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bd17a3484161450c9b970951c378fdea,9dfdf2c4ee9411ea80bd0897986a29bb,ce6e4fab007441aeba6b55ba876d4de5,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
bf9f080700984066992e2f79a41025a1,9dfdf4a3ee9411ea80bd0897986a29bb,04da0b69cf8e466ba6b7bdcb0c4300ea,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-09 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c1be4e28e6eb4bcc9c7c91b1962e10b2,9dfdf4a3ee9411ea80bd0897986a29bb,0c96e297ee6041d0b708a53f1154db60,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-09 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:03:03
c03629eb6f654b77a42a12c0699304d3,9dfdf2c4ee9411ea80bd0897986a29bb,a6443f4401cc4ba38582c9f6500b2863,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-15 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
c4e9ff5552444a8ca8155154b55c0b52,9dfdf2c4ee9411ea80bd0897986a29bb,c68fe7135aae4eb9acd6d02875aece93,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
c389fea7a49041c89fde7122102a7a55,9dfdf839ee9411ea80bd0897986a29bb,5e8f4333892f483d8e422acb60eac268,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-01 00:00:00,2021-12-31 23:59:59,免费卡,免费短期通行,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
c48122a269ba4429b09700996ac4ada5,9dfdf2c4ee9411ea80bd0897986a29bb,4e50ed3e8259403d8ee44229a68ed03c,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-07-15 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
c675cd9d2c0b497c8ee66c7d7be6a42d,9dfdf2c4ee9411ea80bd0897986a29bb,2818c262c185489298a7926f6c3b22d5,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-08-18 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
c77195817fde4a2899fd34686363ef97,9dfdf2c4ee9411ea80bd0897986a29bb,eb805e5f28994912bb55e8eb3e60d3e5,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
ca30fff10b0846aca06f3ea0a60ddb69,9dfdf4a3ee9411ea80bd0897986a29bb,9a91ad6c1beb45879ee186a8c07463b8,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
ca715a0f9a5b4e2594f07de31a0e0061,9dfdf2c4ee9411ea80bd0897986a29bb,d5f36c71dcaa440caa1d7941767c4746,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-05-17 00:00:00,2021-10-03 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
cacc7d5983a94044b536caa9f0825559,9dfdf2c4ee9411ea80bd0897986a29bb,ddea6fe5f4834a0b992fffdb1aed8d54,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-10-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
cb1dfee27df447f39ee3b9c4361d972a,9dfdf2c4ee9411ea80bd0897986a29bb,8ebf6b58b52147859418838ee3024555,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-09 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
ccf118ba824b4d61ac44b6693d3be3e7,9dfdf4a3ee9411ea80bd0897986a29bb,443f65a3356441c59998aaa79b24e7a5,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-12-01 00:00:00,2021-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
cd354ca6f6064c2aba82ae421e12684f,9dfdf4a3ee9411ea80bd0897986a29bb,5a093fc45df04a01b23962503ae5f394,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-03-09 00:00:00,2021-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
d03d1e8be1ab4ba6ab77c418cddd4dd3,9dfdf2c4ee9411ea80bd0897986a29bb,cb2a58803d8548558595c937aa125132,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
d30982a85fb6443da9bc8a05bbff31ac,9dfdf4a3ee9411ea80bd0897986a29bb,b65230b9b8f54179adf21e8ca136e348,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-08-02 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
d9cc3f6f32ea433698cc6f90c84d6128,9dfdf2c4ee9411ea80bd0897986a29bb,e507af5339ba428db18dbb6d4334f8d8,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
d6cc8cc9935545b7a955c640eecd4afa,9dfdf2c4ee9411ea80bd0897986a29bb,688092545e7d4323bc1b71f67447add2,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-12-22 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
de759fb14476436a98bb9dbd0255ff14,9dfdf4a3ee9411ea80bd0897986a29bb,6f4a69671d2049468aee054aad4ffea0,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-11-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
dfff2dbadab043e684df78e767f4eeb7,9dfdf2c4ee9411ea80bd0897986a29bb,04077452fba34ce9be21d23a415df208,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-06-14 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
e2a38ae626444a98859697e087a4b9f0,9dfdf4a3ee9411ea80bd0897986a29bb,9681941cc274470585b3891c2fdfd318,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
e34fe778e8cb4c7b9c74dc2f058c13dd,9dfdf4a3ee9411ea80bd0897986a29bb,305ba581b0964340846dec4062305589,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-01 00:00:00,2021-06-30 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
e2dbeda1844546188248536f5254fbd0,9dfdf2c4ee9411ea80bd0897986a29bb,76e553b16e2c4d758174505a741c61ab,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-12 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
e8c2b3fcee7d4543a35cf430ffc51068,9dfdf2c4ee9411ea80bd0897986a29bb,f98b74e12fb847bea5afde0dd5ecedeb,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
eb1d3b852f3144b4869e8a5cafcbe228,9dfdf2c4ee9411ea80bd0897986a29bb,9e02c391c1b8405a995e3c83eb32c2e2,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-07-01 00:00:00,2021-12-31 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
eb655ba539a34bcc85eb0e2d82f4c1a0,9dfdf4a3ee9411ea80bd0897986a29bb,12c1ff39800d48cca089e00d6eb5fdb1,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2020-11-12 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
f1002e15720c477d8543fa5cd54490c1,9dfdf4a3ee9411ea80bd0897986a29bb,09174a42c8784d4ea409c40fb86e93e4,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-10-01 00:00:00,2021-12-31 23:59:59,月卡,外部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
f35f08195d724d45a4f23ccfdd4b0100,9dfdf2c4ee9411ea80bd0897986a29bb,d95f3835ad604e0392272c2945d77209,null,PARK,合肥天源迪科科技园,p200893088,null,null,null,null,2021-11-01 00:00:00,2021-11-30 23:59:59,月卡,内部非固定车位,0.0,null,2021-11-19 15:39:59,null,null,null,2021-11-19 15:04:03
